CustomerID,Age,AnnualIncome,WebsiteVisits,AppSessions,PreviousOrders,AverageOrderValue,DaysSinceLastPurchase,ReturnRate,CancellationRate,LoyaltyTier,DiscountUsedLastCampaign,Year1Spending,FutureSpending,TotalEngagement,SpendingGrowth,SpendingGrowthRate,OrderIntensity,NetEngagementScore,Segment
LTV00148,25,76179.84,117,178,17,1792.12,69,0.165,0.269,Gold,Yes,29146.34,16695.08,295,-12451.259999999998,-0.42718340678772054,0.24285714285714285,268.6,High-Value Customer
LTV00149,53,107423.18,167,128,4,741.27,296,0.151,0.056,Gold,No,2845.14,3894.74,295,1049.6,0.3687801724440821,0.013468013468013467,278.29999999999995,High-Potential Customer
LTV00150,42,92909.32,86,237,0,1723.32,46,0.017,0.208,Bronze,No,739.86,4518.65,323,3778.7899999999995,5.100545312204734,0.0,300.5,Medium-Value Customer
LTV00151,49,86583.37,158,58,14,1356.39,356,0.318,0.035,Silver,Yes,17162.94,12901.96,216,-4260.98,-0.2482518582563211,0.0392156862745098,194.7,High-Value Customer
LTV00152,49,70604.09,63,185,1,516.37,344,0.081,0.031,Silver,Yes,1379.65,3775.84,248,2396.19,1.7355520950277044,0.002898550724637681,237.8,Medium-Value Customer
LTV00153,53,101283.72,72,17,11,1408.09,166,0.232,0.032,Bronze,Yes,14194.61,8567.15,89,-5627.460000000001,-0.39642255598737924,0.0658682634730539,73.6,High-Value Customer
LTV00154,45,50948.41,49,8,3,1524.68,323,0.327,0.016,Gold,No,4600.86,2356.86,57,-2243.9999999999995,-0.48762891526469726,0.009259259259259259,25.699999999999996,Low-Value Customer
LTV00155,61,58965.32,102,104,1,1126.17,287,0.008,0.027,Bronze,No,1606.68,1550.25,206,-56.430000000000064,-0.03510026871019112,0.003472222222222222,203.5,Low-Value Customer
LTV00156,32,58982.39,113,193,0,546.54,86,0.221,0.461,Bronze,No,671.12,1221.2,306,550.08,0.8184252811997859,0.0,237.79999999999998,Low-Value Customer
LTV00157,47,46101.22,13,85,11,1815.84,337,0.004,0.017,Gold,No,20565.65,10910.4,98,-9655.250000000002,-0.46946148254577197,0.03254437869822485,106.89999999999999,High-Value Customer
LTV00158,55,88064.29,169,85,8,1609.97,186,0.208,0.247,Bronze,Yes,12670.21,7673.29,254,-4996.919999999999,-0.39435223628998334,0.0427807486631016,216.5,High-Potential Customer
LTV00159,32,53415.85,94,134,6,1356.99,23,0.184,0.034,Bronze,No,8288.73,6071.71,228,-2217.0199999999995,-0.26744176227693783,0.25,212.2,Medium-Value Customer
LTV00160,34,106661.27,79,78,1,1902.02,112,0.18,0.075,Bronze,No,2637.6,3089.17,157,451.57000000000016,0.17113999848404463,0.008849557522123894,132.5,Low-Value Customer
LTV00161,29,94903.67,167,237,5,966.76,51,0.18,0.074,Bronze,No,5155.8,4829.0,404,-326.8000000000002,-0.06337263419174685,0.09615384615384616,383.6,High-Potential Customer
LTV00162,37,100821.43,51,44,6,1928.94,298,0.122,0.037,Gold,No,11596.62,6917.18,95,-4679.4400000000005,-0.4034827835366222,0.020066889632107024,85.1,At-Risk Valuable Customer
LTV00163,25,52205.34,36,143,30,872.76,71,0.242,0.014,Silver,Yes,24474.67,14339.62,179,-10135.049999999997,-0.4140867236729372,0.4166666666666667,183.4,High-Value Customer
LTV00164,44,54881.3,92,87,3,1101.91,347,0.034,0.059,Bronze,Yes,3410.49,4466.2,179,1055.71,0.3094571580159989,0.008620689655172414,172.7,Medium-Value Customer
LTV00165,27,87724.19,126,180,11,2098.45,189,0.272,0.049,Bronze,No,20970.58,9824.46,306,-11146.120000000003,-0.5314868979828893,0.05789473684210526,284.90000000000003,High-Value Customer
LTV00166,31,97489.06,152,114,11,1079.75,48,0.313,0.072,Gold,Yes,11079.23,8245.32,266,-2833.91,-0.2557627413871373,0.22448979591836735,238.5,High-Value Customer
LTV00167,61,62957.87,138,128,1,1817.03,79,0.057,0.023,Platinum,No,2017.24,3574.94,266,1557.7,0.7718110829237356,0.0125,259.0,High-Potential Customer
LTV00168,40,75286.64,171,252,3,2139.34,65,0.049,0.022,Bronze,Yes,6782.09,5360.84,423,-1421.25,-0.20952840077309898,0.045454545454545456,418.90000000000003,High-Potential Customer
LTV00169,42,38374.72,138,193,24,1052.97,357,0.073,0.14,Bronze,No,24746.04,12786.18,331,-11959.86,-0.4832844655360803,0.0670391061452514,333.7,High-Value Customer
LTV00170,26,88320.43,112,43,12,2221.51,357,0.052,0.234,Silver,Yes,26352.2,15488.86,155,-10863.34,-0.41222090675895146,0.0335195530726257,138.4,High-Value Customer
LTV00171,54,44771.42,44,88,4,1859.65,186,0.031,0.008,Bronze,Yes,8245.37,3597.29,132,-4648.080000000001,-0.5636516430865945,0.0213903743315508,132.1,Medium-Value Customer
LTV00172,29,55824.75,180,140,17,1402.75,71,0.057,0.138,Gold,Yes,24142.74,15387.51,320,-8755.230000000001,-0.3626294020727526,0.2361111111111111,317.5,High-Value Customer
LTV00173,32,101806.7,59,156,3,1930.19,163,0.203,0.026,Gold,No,6108.77,5892.78,215,-215.9900000000007,-0.035351576245914444,0.018292682926829267,195.1,Medium-Value Customer
LTV00174,26,66223.63,40,63,16,934.68,324,0.114,0.029,Bronze,No,15097.16,8170.83,103,-6926.33,-0.45875325205190565,0.04923076923076923,104.69999999999999,High-Value Customer
LTV00175,20,50900.49,71,153,7,677.9,209,0.219,0.015,Bronze,Yes,4533.43,4888.67,224,355.2399999999998,0.07834281265782023,0.03333333333333333,207.6,Medium-Value Customer
LTV00176,48,45021.59,90,32,7,1389.2,150,0.127,0.128,Silver,No,10057.32,3078.83,122,-6978.49,-0.6938027424062866,0.046357615894039736,103.5,Low-Value Customer
LTV00177,38,63719.34,119,77,5,1282.07,304,0.075,0.028,Bronze,Yes,6426.0,5657.38,196,-768.6199999999999,-0.1195923447953944,0.01639344262295082,190.7,Medium-Value Customer
LTV00178,24,24104.2,63,139,4,1442.02,196,0.155,0.132,Silver,No,5877.83,4627.76,202,-1250.0699999999997,-0.21263924964661332,0.02030456852791878,177.3,Medium-Value Customer
LTV00179,30,78579.63,174,74,0,2097.48,23,0.318,0.047,Silver,Yes,518.25,2937.29,248,2419.04,4.658719306692345,0.0,211.5,High-Potential Customer
LTV00180,43,36463.32,168,198,8,1337.21,301,0.169,0.223,Gold,Yes,10271.31,7401.35,366,-2869.959999999999,-0.27938798575977547,0.026490066225165563,334.8,High-Potential Customer
LTV00181,23,76602.15,42,179,0,536.51,168,0.125,0.029,Bronze,No,330.35,1600.75,221,1270.4,3.8340123736230574,0.0,205.6,Low-Engagement Customer
LTV00182,62,52450.06,159,241,1,1126.05,62,0.164,0.096,Platinum,No,1860.85,4512.12,400,2651.27,1.4239976367591374,0.015873015873015872,375.0,High-Potential Customer
LTV00183,52,94963.83,50,20,9,1337.83,8,0.05,0.072,Silver,Yes,12173.82,8294.54,70,-3879.279999999999,-0.31863140481748387,1.0,66.8,High-Value Customer
LTV00184,32,110764.23,180,120,2,1358.98,286,0.088,0.048,Gold,Yes,2928.15,6115.36,300,3187.2099999999996,1.0881006435313998,0.006968641114982578,288.4,High-Potential Customer
LTV00185,20,74453.4,128,64,11,1416.53,329,0.107,0.274,Bronze,No,15567.02,7618.42,192,-7948.6,-0.5105723142698944,0.03333333333333333,164.9,At-Risk Valuable Customer
LTV00186,34,24858.03,7,0,4,357.68,291,0.309,0.06,Silver,No,1840.42,80.03,7,-1760.39,-0.9559959161951103,0.0136986301369863,-25.9,Low-Engagement Customer
LTV00187,27,44498.11,160,139,5,1402.4,126,0.05,0.067,Silver,Yes,7032.52,4076.35,299,-2956.1700000000005,-0.42029737599381256,0.03937007874015748,292.3,High-Potential Customer
LTV00188,59,52831.14,8,194,12,1986.86,284,0.07,0.096,Gold,No,23204.72,12565.19,202,-10639.53,-0.4584873901779389,0.042105263157894736,197.4,High-Value Customer
LTV00189,53,42823.89,146,147,10,2369.31,258,0.091,0.137,Gold,Yes,22836.22,12893.46,293,-9942.760000000002,-0.43537523393828154,0.03861003861003861,280.2,High-Value Customer
LTV00190,53,78466.59,3,88,7,676.5,160,0.216,0.183,Gold,No,4517.16,5423.41,91,906.25,0.2005794394178161,0.043478260869565216,58.10000000000001,Medium-Value Customer
LTV00191,52,89852.52,162,213,0,2000.34,76,0.123,0.099,Gold,Yes,593.23,6084.67,375,5491.4400000000005,9.241270215236526,0.0,352.8,High-Potential Customer
LTV00192,43,60242.18,179,195,8,1487.09,355,0.023,0.136,Silver,No,12603.32,7290.23,374,-5313.09,-0.42152928519745614,0.02247191011235955,366.09999999999997,High-Potential Customer
LTV00193,58,78086.03,35,211,7,1229.77,60,0.154,0.291,Platinum,Yes,8372.16,6584.61,246,-1787.5500000000002,-0.21348570909907374,0.11475409836065574,208.5,Medium-Value Customer
LTV00194,22,74119.25,117,14,14,1899.19,261,0.027,0.014,Bronze,Yes,26468.04,13663.63,131,-12804.410000000002,-0.48375044958185115,0.05343511450381679,140.9,High-Value Customer
LTV00195,26,74907.57,75,41,8,444.41,88,0.109,0.046,Bronze,Yes,4104.35,5203.67,116,1099.3199999999997,0.2677774124008914,0.0898876404494382,108.5,Medium-Value Customer
LTV00196,20,64242.47,92,156,3,1648.45,116,0.033,0.063,Bronze,No,5024.98,1404.28,248,-3620.7,-0.7203968181329811,0.02564102564102564,241.39999999999998,Low-Value Customer
LTV00197,36,78238.09,47,124,0,1231.84,323,0.18,0.264,Silver,Yes,575.06,2008.52,171,1433.46,2.4883866263930843,0.0,126.6,Low-Value Customer
LTV00198,52,74263.03,175,45,2,1405.77,269,0.177,0.116,Gold,Yes,2467.49,2788.41,220,320.9200000000001,0.13000660322707408,0.007407407407407408,192.70000000000002,High-Potential Customer
LTV00199,26,103493.43,37,223,17,1577.51,174,0.396,0.129,Gold,Yes,23057.76,14550.4,260,-8507.359999999999,-0.36894264912770675,0.09714285714285714,224.5,High-Value Customer
LTV00200,64,91320.45,92,71,7,2145.62,307,0.105,0.27,Bronze,Yes,14509.76,9349.57,163,-5160.1900000000005,-0.35561128431591454,0.022727272727272728,132.5,High-Value Customer
LTV00201,29,60387.27,51,25,3,1550.27,249,0.054,0.042,Gold,No,4706.48,5086.44,76,379.96000000000004,0.08071409756387708,0.012,69.39999999999999,Medium-Value Customer
LTV00202,56,102651.52,2,45,7,1701.22,181,0.046,0.097,Gold,No,12101.29,4927.38,47,-7173.910000000001,-0.5927729380142106,0.038461538461538464,39.699999999999996,Medium-Value Customer
LTV00203,47,118502.75,36,240,5,2608.19,294,0.105,0.062,Bronze,No,12729.95,7219.32,276,-5510.630000000001,-0.43285300782738134,0.01694915254237288,264.3,At-Risk Valuable Customer
LTV00204,62,51676.94,170,240,12,1365.17,224,0.142,0.015,Bronze,Yes,15927.0,7520.13,410,-8406.869999999999,-0.5278044952285283,0.05333333333333334,406.3,High-Potential Customer
LTV00205,31,69161.36,159,254,11,1469.71,308,0.025,0.074,Bronze,No,16182.18,11396.47,413,-4785.710000000001,-0.29572123649369286,0.03559870550161812,414.1,High-Value Customer
LTV00206,36,47214.23,64,37,1,758.47,192,0.142,0.24,Bronze,No,1444.5,2439.77,101,995.27,0.6885299204427534,0.0051813471502590676,63.8,Low-Value Customer
LTV00207,29,120855.16,82,243,4,727.11,205,0.169,0.19,Bronze,No,3026.99,3279.2,325,252.21000000000004,0.08329287745336017,0.019417475728155338,293.1,Medium-Value Customer
LTV00208,48,89284.87,105,155,1,1486.0,340,0.363,0.046,Bronze,Yes,2115.45,2733.13,260,617.6800000000003,0.291847196957169,0.002932551319648094,220.1,Low-Value Customer
LTV00209,47,94194.02,53,101,2,1355.38,227,0.002,0.01,Bronze,Yes,3028.45,3657.88,154,629.4300000000003,0.20777038736404307,0.008771929824561403,154.8,Medium-Value Customer
LTV00210,59,40138.77,5,221,4,1020.48,222,0.047,0.005,Silver,Yes,4201.81,3358.77,226,-843.0400000000004,-0.20058960552582686,0.017937219730941704,224.8,Medium-Value Customer
LTV00211,60,20756.43,65,90,0,1638.38,224,0.156,0.011,Gold,No,342.91,1281.27,155,938.3599999999999,2.7285045506091703,0.0,138.3,Low-Value Customer
LTV00212,30,82611.88,166,133,8,1503.28,148,0.185,0.034,Silver,Yes,11228.04,7687.92,299,-3540.120000000001,-0.31526470651097516,0.053691275167785234,285.1,High-Potential Customer
LTV00213,62,80903.88,163,214,1,2086.8,35,0.173,0.052,Silver,No,2526.96,6176.07,377,3649.1099999999997,1.4434998971502713,0.027777777777777776,355.5,High-Potential Customer
LTV00214,24,91309.19,166,7,2,1711.49,342,0.081,0.124,Silver,No,3345.5,3477.14,173,131.63999999999987,0.03933662034961897,0.0058309037900874635,154.5,High-Potential Customer
LTV00215,26,94137.72,14,125,39,861.56,228,0.132,0.049,Gold,Yes,31931.31,16326.04,139,-15605.27,-0.48869843741339103,0.1703056768558952,159.9,High-Value Customer
LTV00216,19,60307.14,179,87,0,1347.39,277,0.119,0.201,Bronze,Yes,636.84,2939.65,266,2302.81,3.610325473472971,0.0,234.0,High-Potential Customer
LTV00217,21,74440.74,121,222,1,1192.7,171,0.149,0.085,Gold,No,1167.77,3121.81,343,1954.04,1.6718772726883817,0.005813953488372093,320.6,Low-Value Customer
LTV00218,51,46429.65,165,50,4,1772.79,129,0.138,0.138,Bronze,Yes,7386.02,4746.09,215,-2639.9300000000003,-0.35737415087545454,0.03076923076923077,191.39999999999998,High-Potential Customer
LTV00219,52,64873.82,21,69,0,2429.37,247,0.07,0.097,Bronze,No,778.26,1527.36,90,749.0999999999999,0.9612966147370581,0.0,73.3,Low-Engagement Customer
LTV00220,32,100753.63,127,259,6,1469.73,174,0.251,0.031,Bronze,Yes,8679.72,5684.28,386,-2995.4399999999996,-0.3450681510289469,0.03428571428571429,363.79999999999995,Medium-Value Customer
LTV00221,48,72232.98,74,91,10,2089.39,242,0.229,0.213,Silver,Yes,19531.48,9644.44,165,-9887.039999999999,-0.5061845705204868,0.0411522633744856,130.79999999999998,High-Value Customer
LTV00222,26,84577.42,141,130,1,1347.9,77,0.074,0.09,Bronze,No,1734.31,2689.98,271,955.6700000000001,0.5507200442572221,0.01282051282051282,255.60000000000002,High-Potential Customer
LTV00223,43,91751.93,78,178,16,1432.08,318,0.357,0.126,Bronze,No,19745.09,9190.73,256,-10554.36,-0.5345037929027975,0.050156739811912224,223.70000000000002,High-Value Customer
LTV00224,62,118239.41,108,71,33,1773.9,61,0.015,0.218,Bronze,Yes,58214.0,27657.06,179,-30556.94,-0.5248980503306707,0.532258064516129,188.7,High-Value Customer
LTV00225,33,50901.2,107,244,7,1360.48,138,0.168,0.167,Bronze,Yes,9737.7,7415.24,351,-2322.460000000001,-0.2384774148500314,0.050359712230215826,324.5,Medium-Value Customer
LTV00226,24,84744.29,81,241,3,1452.29,229,0.151,0.035,Bronze,Yes,4373.81,5743.0,322,1369.1899999999996,0.3129713061824398,0.013043478260869565,306.4,Medium-Value Customer
LTV00227,40,77591.39,129,53,5,1400.46,4,0.227,0.011,Gold,Yes,6638.76,4547.82,182,-2090.9400000000005,-0.31491198477053395,1.0,163.20000000000002,Medium-Value Customer
LTV00228,24,64959.78,170,39,0,1922.42,10,0.021,0.194,Silver,Yes,35.76,1504.75,209,1468.99,39.96164309031556,0.0,187.5,High-Potential Customer
LTV00229,27,40517.09,96,132,2,2483.71,136,0.017,0.029,Silver,No,5041.01,5030.04,228,-10.970000000000255,-0.0021757196038881825,0.014598540145985401,225.4,Medium-Value Customer
LTV00230,37,39080.83,36,74,2,724.98,191,0.164,0.003,Gold,Yes,1940.4,2857.6,110,917.1999999999998,0.4724425672195322,0.010416666666666666,95.3,Low-Engagement Customer
LTV00231,32,65618.3,112,184,3,996.39,319,0.094,0.239,Silver,No,3493.17,3559.44,296,66.26999999999998,0.018965877447290766,0.009375,265.70000000000005,Medium-Value Customer
LTV00232,51,119368.35,31,137,0,1277.4,315,0.086,0.313,Silver,Yes,365.78,1285.03,168,919.25,2.506270789028846,0.0,128.1,Low-Engagement Customer
LTV00233,53,42354.93,5,114,25,1851.33,244,0.135,0.189,Bronze,No,43865.13,19066.56,119,-24798.569999999996,-0.5653238614849315,0.10204081632653061,111.6,High-Value Customer
LTV00234,39,106024.57,131,19,5,1326.77,34,0.105,0.098,Bronze,Yes,6718.69,6206.32,150,-512.3699999999999,-0.07624905315572592,0.14285714285714285,134.7,Medium-Value Customer
LTV00235,29,99585.2,5,176,3,819.85,329,0.169,0.101,Bronze,No,2774.14,3212.28,181,438.1400000000003,0.157880323154868,0.00909090909090909,157.0,Low-Engagement Customer
LTV00236,22,77712.61,77,181,0,894.36,324,0.304,0.027,Bronze,No,334.69,1464.32,258,1129.6299999999999,3.3650987518245996,0.0,224.9,Low-Value Customer
LTV00237,30,38618.02,114,72,8,1547.46,268,0.206,0.216,Bronze,No,11955.93,4585.41,186,-7370.52,-0.6164224428845866,0.02973977695167286,151.8,Medium-Value Customer
LTV00238,55,100115.43,11,16,0,1968.35,145,0.228,0.067,Silver,Yes,582.66,2059.87,27,1477.21,2.530942672103622,0.0,-2.500000000000001,Low-Engagement Customer
LTV00239,22,68674.03,56,205,4,1872.68,336,0.029,0.115,Silver,No,7673.69,7587.75,261,-85.9399999999996,-0.011197846427673248,0.011869436201780416,250.60000000000002,Medium-Value Customer
LTV00240,48,48552.46,129,40,3,247.16,197,0.043,0.151,Silver,Yes,1552.65,2761.04,169,1208.3899999999999,0.7777749171306277,0.015151515151515152,152.6,Low-Value Customer
LTV00241,45,37298.3,34,140,2,1542.65,151,0.03,0.163,Silver,No,3433.1,4241.66,174,808.56,0.23545033633266357,0.013157894736842105,156.7,Medium-Value Customer
LTV00242,64,83421.73,22,7,13,961.27,207,0.16,0.058,Gold,No,12298.27,8409.99,29,-3888.2800000000007,-0.3161390879296089,0.0625,20.2,High-Value Customer
LTV00243,24,60527.82,44,125,21,1423.54,212,0.311,0.054,Bronze,No,26658.53,14039.81,169,-12618.72,-0.4733286745865362,0.09859154929577464,153.5,High-Value Customer
LTV00244,50,127848.84,36,21,0,1057.14,292,0.204,0.033,Gold,Yes,860.85,4237.59,57,3376.7400000000002,3.918013575448164,0.0,33.300000000000004,Medium-Value Customer
LTV00245,63,94292.3,151,198,5,1347.79,230,0.512,0.111,Gold,No,5752.3,5234.1,349,-518.1999999999998,-0.09007004675577492,0.021645021645021644,291.7,High-Potential Customer
LTV00246,38,64080.71,102,124,8,214.96,97,0.219,0.191,Bronze,Yes,2112.88,2425.34,226,312.46000000000004,0.14781349934717203,0.08163265306122448,193.0,Low-Value Customer
LTV00247,54,91535.55,57,218,5,1406.19,205,0.005,0.004,Silver,No,7357.66,6347.46,275,-1010.1999999999998,-0.13728042877371693,0.024271844660194174,279.1,Medium-Value Customer
LTV00248,45,41458.85,125,96,1,2085.94,233,0.114,0.148,Silver,Yes,2622.23,3495.93,221,873.6999999999998,0.33306267464156775,0.004273504273504274,195.79999999999998,Medium-Value Customer
LTV00249,27,82078.27,142,118,3,1459.63,89,0.148,0.147,Bronze,No,4132.38,4389.72,260,257.34000000000015,0.06225897449544928,0.03333333333333333,233.5,High-Potential Customer
LTV00250,32,86998.01,55,162,1,1473.05,70,0.064,0.063,Bronze,No,2040.36,1185.21,217,-855.1499999999999,-0.41891190186934196,0.014084507042253521,205.29999999999998,Low-Value Customer
LTV00251,65,75533.43,169,36,12,1148.04,356,0.224,0.22,Bronze,No,13111.06,7643.47,205,-5467.589999999999,-0.41698939754699105,0.03361344537815126,172.6,High-Potential Customer
LTV00252,62,86144.12,77,226,13,1870.68,227,0.068,0.089,Gold,No,24091.47,13518.69,303,-10572.78,-0.43884167957872317,0.05701754385964912,300.3,High-Value Customer
LTV00253,49,77592.39,139,137,2,1054.92,8,0.103,0.239,Gold,No,2894.55,5062.61,276,2168.0599999999995,0.7487558494931876,0.2222222222222222,243.79999999999998,High-Potential Customer
LTV00254,65,36565.58,169,107,8,1492.03,184,0.05,0.055,Silver,No,11947.18,8280.98,276,-3666.2000000000007,-0.3068417114573099,0.043243243243243246,273.5,High-Value Customer
LTV00255,60,52773.51,132,74,7,1839.68,210,0.131,0.028,Bronze,Yes,12991.73,7185.62,206,-5806.11,-0.4468737517057616,0.03317535545023697,197.1,Medium-Value Customer
LTV00256,48,88242.96,71,243,21,2066.03,209,0.11,0.1,Silver,No,41777.99,19737.74,314,-22040.249999999996,-0.5275438683414797,0.1,314.0,High-Value Customer
LTV00257,53,67399.45,102,140,9,943.89,11,0.1,0.128,Bronze,No,8208.52,6689.01,242,-1519.5100000000002,-0.18509121117921634,0.75,228.2,Medium-Value Customer
LTV00258,44,98750.09,177,172,3,1408.82,231,0.091,0.031,Bronze,No,4680.68,3622.75,349,-1057.9300000000003,-0.22597230054168593,0.01293103448275862,339.79999999999995,High-Potential Customer
LTV00259,42,60164.01,175,80,4,1446.14,71,0.467,0.019,Bronze,Yes,5035.85,4467.43,255,-568.4200000000001,-0.11285227870593725,0.05555555555555555,210.4,High-Potential Customer
LTV00260,43,33674.1,57,258,7,1907.0,54,0.118,0.279,Platinum,No,13595.27,7858.3,315,-5736.97,-0.4219517558859893,0.12727272727272726,282.3,Medium-Value Customer
LTV00261,29,121858.03,144,234,2,1539.97,160,0.279,0.049,Silver,Yes,3474.73,4228.08,378,753.3499999999999,0.2167458346879648,0.012422360248447204,347.20000000000005,High-Potential Customer
LTV00262,64,62733.51,125,181,17,2657.5,221,0.202,0.147,Silver,No,42306.63,19090.68,306,-23215.949999999997,-0.5487414445101273,0.07657657657657657,288.1,High-Value Customer
LTV00263,46,70834.21,24,221,1,1056.04,44,0.039,0.054,Platinum,Yes,1372.5,5627.93,245,4255.43,3.0982380779031673,0.022222222222222223,236.7,Medium-Value Customer
LTV00264,47,41064.48,157,0,14,2401.08,279,0.032,0.061,Bronze,No,33418.89,14904.76,157,-18514.129999999997,-0.5539853661995895,0.05,161.70000000000002,High-Value Customer
LTV00265,65,81121.39,59,157,11,1498.49,58,0.086,0.066,Bronze,Yes,16255.42,8119.45,216,-8135.97,-0.50047734987162,0.1864406779661017,211.8,High-Value Customer
LTV00266,51,39752.19,44,163,9,1290.3,19,0.056,0.122,Silver,No,11874.83,7591.26,207,-4283.57,-0.36069647342543637,0.45,198.20000000000002,Medium-Value Customer
LTV00267,56,111561.42,0,113,17,1105.36,81,0.077,0.185,Bronze,No,18453.4,11268.88,113,-7184.520000000002,-0.38931203398647485,0.2073170731707317,103.8,High-Value Customer
LTV00268,35,81425.42,55,160,7,432.6,70,0.103,0.073,Silver,Yes,3016.84,1358.84,215,-1658.0000000000002,-0.5493995705537736,0.09859154929577464,204.39999999999998,Low-Value Customer
